-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2184
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2184
-30,0.5,2184
-30,0.5,2183
-30,0.5,2185
-30,0.5,2185
-30,0.5,2185
-30,0.5,2184
-30,0.5,2185
-30,0.5,2184
-30,1,2152
-30,1,2154
-30,1,2152
-30,1,2152
-30,1,2153
-30,1,2152
-30,1,2152
-30,1,2153
-30,1,2153
-30,1,2153
-30,1,2154
-30,1,2154
-30,1,2153
-30,1,2154
-30,1,2153
-30,1,2154
-30,1,2153
-30,1,2153
-30,1,2152
-30,1,2153
-30,1,2153
-30,1,2154
-30,1,2153
-30,1,2153
-30,1,2153
-30,2,2145
-30,2,2146
-30,2,2147
-30,2,2146
-30,2,2146
-30,2,2146
-30,2,2147
-30,2,2146
-30,2,2147
-30,2,2146
-30,2,2146
-30,2,2145
-30,2,2147
-30,2,2147
-30,2,2147
-30,2,2146
-30,2,2147
-30,2,2147
-30,2,2147
-30,2,2146
-30,2,2146
-30,2,2146
-30,2,2147
-30,2,2147
-30,2,2146
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2064
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2066
-30,3,2065
-30,3,2064
-30,3,2064
-30,3,2064
-30,3,2065
-30,3,2065
-30,3,2065
-30,3,2064
-30,4,2173
-30,4,2174
-30,4,2174
-30,4,2173
-30,4,2172
-30,4,2168
-30,4,2169
-30,4,2173
-30,4,2173
-30,4,2173
-30,4,2173
-30,4,2174
-30,4,2176
-30,4,2177
-30,4,2177
-30,4,2177
-30,4,2176
-30,4,2172
-30,4,2172
-30,4,2176
-30,4,2177
-30,4,2173
-30,4,2171
-30,4,2177
-30,4,2177
