-60,0.5,2788
-60,0.5,2785
-60,0.5,2789
-60,0.5,2789
-60,0.5,2792
-60,0.5,2793
-60,0.5,2790
-60,0.5,2792
-60,0.5,2786
-60,0.5,2784
-60,0.5,2791
-60,0.5,2792
-60,0.5,2792
-60,0.5,2790
-60,0.5,2788
-60,0.5,2788
-60,0.5,2783
-60,0.5,2786
-60,0.5,2789
-60,0.5,2789
-60,0.5,2789
-60,0.5,2789
-60,0.5,2788
-60,0.5,2789
-60,0.5,2782
-60,1,2788
-60,1,2786
-60,1,2787
-60,1,2785
-60,1,2784
-60,1,2783
-60,1,2787
-60,1,2788
-60,1,2786
-60,1,2788
-60,1,2786
-60,1,2783
-60,1,2782
-60,1,2786
-60,1,2786
-60,1,2785
-60,1,2786
-60,1,2785
-60,1,2782
-60,1,2781
-60,1,2786
-60,1,2788
-60,1,2784
-60,1,2785
-60,1,2784
-60,2,2785
-60,2,2778
-60,2,2782
-60,2,2787
-60,2,2786
-60,2,2786
-60,2,2786
-60,2,2786
-60,2,2786
-60,2,2787
-60,2,2779
-60,2,2785
-60,2,2785
-60,2,2786
-60,2,2786
-60,2,2787
-60,2,2783
-60,2,2783
-60,2,2776
-60,2,2779
-60,2,2785
-60,2,2785
-60,2,2783
-60,2,2784
-60,2,2785
-60,3,2785
-60,3,2786
-60,3,2786
-60,3,2786
-60,3,2780
-60,3,2776
-60,3,2785
-60,3,2788
-60,3,2786
-60,3,2785
-60,3,2788
-60,3,2786
-60,3,2786
-60,3,2779
-60,3,2778
-60,3,2786
-60,3,2787
-60,3,2786
-60,3,2788
-60,3,2787
-60,3,2785
-60,3,2785
-60,3,2783
-60,3,2781
-60,3,2785
-60,4,2778
-60,4,2773
-60,4,2781
-60,4,2780
-60,4,2782
-60,4,2780
-60,4,2782
-60,4,2780
-60,4,2775
-60,4,2778
-60,4,2779
-60,4,2779
-60,4,2780
-60,4,2781
-60,4,2781
-60,4,2773
-60,4,2776
-60,4,2780
-60,4,2780
-60,4,2781
-60,4,2780
-60,4,2779
-60,4,2776
-60,4,2774
-60,4,2782
