0,0.5,1023
0,0.5,1024
0,0.5,1023
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1023
0,0.5,1023
0,0.5,1023
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1025
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,0.5,1024
0,1,1031
0,1,1030
0,1,1031
0,1,1030
0,1,1031
0,1,1030
0,1,1031
0,1,1031
0,1,1031
0,1,1031
0,1,1030
0,1,1030
0,1,1030
0,1,1030
0,1,1030
0,1,1030
0,1,1030
0,1,1031
0,1,1032
0,1,1031
0,1,1030
0,1,1030
0,1,1031
0,1,1030
0,1,1031
0,2,1040
0,2,1040
0,2,1040
0,2,1039
0,2,1039
0,2,1040
0,2,1040
0,2,1040
0,2,1040
0,2,1039
0,2,1039
0,2,1040
0,2,1040
0,2,1039
0,2,1039
0,2,1039
0,2,1040
0,2,1040
0,2,1039
0,2,1039
0,2,1039
0,2,1039
0,2,1040
0,2,1040
0,2,1040
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,998
0,3,997
0,3,997
0,3,997
0,3,998
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,3,997
0,4,1045
0,4,1046
0,4,1046
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
0,4,1045
