1299.64,1281.96,1311.56,1221.44,1290.6,-10
1779.4,1768.96,1789.28,1682.04,1765.12,-20
2184.72,2153.0,2146.36,2064.84,2173.88,-30
2549.64,2524.08,2536.24,2467.32,2560.56,-40
2799.4,2792.6,2804.0,2766.52,2789.16,-50
2788.52,2785.24,2784.0,2784.52,2778.8,-60
1023.84,1030.52,1039.56,997.08,1045.08,0
